App,Installs,Rating,Reviews,Price,Size,Genres,Category,Content Rating,Last Updated,Current Ver,Android Ver,Type,Date,Month
Super Bob's World : Free Run Game,"100,000,000+",4.3,150958.0,0.0,Varies with device,Adventure,GAME_ADVENTURE,Everyone 10+,2019-06-26,Varies with device,4.4 and up,Free,2019-06-26,6.0
Zombie Tsunami,"100,000,000+",4.4,1808274.0,0.0,Varies with device,Arcade,GAME_ARCADE,Everyone,2013-09-10,Varies with device,Varies with device,Free,2013-09-10,9.0
Piano Kids - Music & Songs,"100,000,000+",4.4,150908.0,0.0,54M,Music,GAME_MUSIC,Everyone,2016-02-02,2.78,4.1 and up,Free,2016-02-02,2.0
DRAGON BALL LEGENDS,"10,000,000+",4.1,575938.0,0.0,97M,Action,GAME_ACTION,Teen,2018-05-17,3.0.0,6.0 and up,Free,2018-05-17,5.0
Worms Zone .io - Voracious Snake,"100,000,000+",4.3,946541.0,0.0,39M,Action,GAME_ACTION,Everyone,2018-04-02,1.9.2,5.1 and up,Free,2018-04-02,4.0
Hungry Shark Evolution - Offline survival game,"100,000,000+",4.4,2369674.0,0.0,Varies with device,Arcade,GAME_ARCADE,Teen,2013-02-22,Varies with device,4.1 and up,Free,2013-02-22,2.0
Pokémon Quest,"10,000,000+",4.3,67712.0,0.0,58M,Role Playing,GAME_ROLE_PLAYING,Everyone,2018-06-26,1.0.4,4.4 and up,Free,2018-06-26,6.0
Sniper 3D: Fun Free Online FPS Shooting Game,"100,000,000+",4.3,5020698.0,0.0,135M,Action,GAME_ACTION,Mature 17+,2014-11-13,3.30.1,4.4 and up,Free,2014-11-13,11.0
PK XD - Explore and Play with your Friends!,"50,000,000+",4.2,33322.0,0.0,162M,Adventure,GAME_ADVENTURE,Everyone 10+,2019-07-12,0.26.3,4.4 and up,Free,2019-07-12,7.0
Plants vs. Zombies FREE,"100,000,000+",4.3,1676281.0,0.0,94M,Strategy,GAME_STRATEGY,Everyone 10+,2014-11-13,2.9.07,4.1 and up,Free,2014-11-13,11.0
Moy 7 the Virtual Pet Game,"10,000,000+",4.4,127697.0,0.0,50M,Casual,GAME_CASUAL,Everyone,2020-02-18,1.52,4.4 and up,Free,2020-02-18,2.0
Garena Free Fire - The Cobra,"500,000,000+",4.3,48326803.0,0.0,Varies with device,Action,GAME_ACTION,Mature 17+,2017-12-07,1.59.5,4.1 and up,Free,2017-12-07,12.0
DRAGON BALL Z DOKKAN BATTLE,"10,000,000+",4.4,413972.0,0.0,Varies with device,Action,GAME_ACTION,Teen,2015-07-15,4.14.4,4.4 and up,Free,2015-07-15,7.0
Pixel Art: Color by Number,"100,000,000+",4.5,903602.0,0.0,62M,Puzzle,GAME_PUZZLE,Everyone,2017-10-16,6.5.0,5.0 and up,Free,2017-10-16,10.0
Stick War: Legacy,"100,000,000+",4.5,872215.0,0.0,102M,Strategy,GAME_STRATEGY,Teen,2016-01-31,2021.1.4,4.1 and up,Free,2016-01-31,1.0
Call of Duty®: Mobile - Day of Reckoning,"100,000,000+",4.5,5933942.0,0.0,91M,Action,GAME_ACTION,Mature 17+,2019-09-30,1.0.20,4.3 and up,Free,2019-09-30,9.0
8 Ball Pool,"500,000,000+",4.4,7305991.0,0.0,66M,Sports,GAME_SPORTS,Everyone,2013-01-23,5.2.6,4.4 and up,Free,2013-01-23,1.0
Dan the Man: Action Platformer,"10,000,000+",4.6,515383.0,0.0,81M,Arcade,GAME_ARCADE,Teen,2016-10-04,1.8.25,4.4 and up,Free,2016-10-04,10.0
Stickman Party: 1 2 3 4 Player Games Free,"50,000,000+",4.4,466349.0,0.0,50M,Arcade,GAME_ARCADE,Everyone,2019-03-23,2.0.3,4.4 and up,Free,2019-03-23,3.0
Mini World: Block Art,"50,000,000+",4.2,7045.0,0.0,95M,Adventure,GAME_ADVENTURE,Everyone 10+,2017-11-04,0.53.1,4.4 and up,Free,2017-11-04,11.0
Pixel Gun 3D: FPS Shooter & Battle Royale,"100,000,000+",4.2,2880795.0,0.0,101M,Action,GAME_ACTION,Teen,2014-02-21,21.2.2,4.1 and up,Free,2014-02-21,2.0
The Seven Deadly Sins: Grand Cross,"10,000,000+",4.2,188911.0,0.0,121M,Role Playing,GAME_ROLE_PLAYING,Teen,2020-03-02,1.2.0,4.4 and up,Free,2020-03-02,3.0
Antistress - relaxation toys,"10,000,000+",4.4,152509.0,0.0,41M,Puzzle,GAME_PUZZLE,Everyone,2016-11-08,4.43,4.4 and up,Free,2016-11-08,11.0
BLEACH Brave Souls - 3D Action,"10,000,000+",4.3,115249.0,0.0,103M,Action,GAME_ACTION,Teen,2016-01-13,12.0.1,4.1 and up,Free,2016-01-13,1.0
Brawl Stars,"100,000,000+",4.3,9638674.0,0.0,143M,Action,GAME_ACTION,Everyone 10+,2018-12-12,34.151,4.3 and up,Free,2018-12-12,12.0
Suspects: Mystery Mansion,,,,,142M,Action,GAME_ACTION,Everyone 10+,,0.9.0,4.4 and up,Paid,,
Screen Mirroring Pro for Roku,"10,000+",2.6,190.0,4.99,6.8M,Tools,TOOLS,Everyone,2020-05-04,1.11,5.0 and up,Paid,2020-05-04,5.0
CryptoTab Browser Pro—mine on a PRO level,"100,000+",4.0,11039.0,2.49,Varies with device,Communication,COMMUNICATION,Everyone,2020-01-24,4.1.70,6.0 and up,Paid,2020-01-24,1.0
Toca Life: Neighborhood,"100,000+",4.2,2044.0,3.99,46M,Education,EDUCATION,Everyone,2018-10-25,1.1,4.4 and up,Paid,2018-10-25,10.0
Poweramp Full Version Unlocker,"5,000,000+",4.6,108747.0,4.99,Varies with device,Music & Audio,MUSIC_AND_AUDIO,Everyone,2010-11-07,Varies with device,Varies with device,Paid,2010-11-07,11.0
Velo VPN Pro,"10,000+",4.2,80.0,1.0,4.4M,Tools,TOOLS,Everyone,2020-04-09,2.1,5.0 and up,Paid,2020-04-09,4.0
Toca Life: Vacation,"100,000+",4.3,4665.0,3.99,46M,Education,EDUCATION,Everyone 10+,2016-06-15,1.3-play,4.4 and up,Paid,2016-06-15,6.0
PSPlay: Unlimited PS Remote Play,"10,000+",4.6,1598.0,5.99,43M,Tools,TOOLS,Everyone,2020-07-14,4.4.3,5.0 and up,Paid,2020-07-14,7.0
Screen Mirroring Pro App,"50,000+",2.0,357.0,4.99,5.4M,Tools,TOOLS,Everyone,2019-09-02,1.16,5.0 and up,Paid,2019-09-02,9.0
Tasker,"1,000,000+",4.5,16648.0,3.49,Varies with device,Tools,TOOLS,Everyone,2010-07-03,Varies with device,Varies with device,Paid,2010-07-03,7.0
Toca Life: Office,"100,000+",4.3,2409.0,3.99,46M,Education,EDUCATION,Everyone,2017-09-20,1.3-play,4.4 and up,Paid,2017-09-20,9.0
DroidCamX,"100,000+",4.6,4341.0,5.49,1.7M,Tools,TOOLS,Everyone,2011-01-23,6.9.5,5.0 and up,Paid,2011-01-23,1.0
TouchRetouch,"1,000,000+",4.6,10691.0,2.0,15M,Photography,PHOTOGRAPHY,Everyone,2011-06-02,4.4.13,5.0 and up,Paid,2011-06-02,6.0
Toca Life: School,"100,000+",4.3,9197.0,3.99,46M,Education,EDUCATION,Everyone 10+,2016-05-19,1.5-play,4.4 and up,Paid,2016-05-19,5.0
Simple Gallery Pro: Video & Photo Manager & Editor,"500,000+",4.7,30262.0,1.09,21M,Photography,PHOTOGRAPHY,Everyone,2018-11-04,6.19.5,5.0 and up,Paid,2018-11-04,11.0
CE5 Contact,"10,000+",3.9,389.0,9.99,62M,Education,EDUCATION,Everyone,2020-03-10,1.62,5.0 and up,Paid,2020-03-10,3.0
Toca Lab: Elements,"500,000+",4.2,9367.0,3.99,31M,Education,EDUCATION,Everyone,2014-02-14,2.0-play,4.4 and up,Paid,2014-02-14,2.0
Video & TV Cast + Roku Remote & Movie Stream App,"10,000+",3.1,173.0,4.99,9.2M,Video Players & Editors,VIDEO_PLAYERS,Everyone,2016-11-07,2.24,5.0 and up,Paid,2016-11-07,11.0
Video & TV Cast | Ultimate Edition,"100,000+",3.8,1268.0,7.99,2.0M,Video Players & Editors,VIDEO_PLAYERS,Everyone,2016-11-15,1.2,4.0 and up,Paid,2016-11-15,11.0
J23 - Jordan Release Dates & Restocks,"50,000+",4.6,2169.0,1.99,18M,Sports,SPORTS,Everyone,2012-03-27,4.1.2.30,5.0 and up,Paid,2012-03-27,3.0
KWGT Kustom Widget Pro Key,"500,000+",4.1,1475.0,5.99,1.8M,Tools,TOOLS,Everyone,2015-10-14,E,4.4 and up,Paid,2015-10-14,10.0
SkyView® Explore the Universe,"100,000+",4.3,2027.0,1.99,57M,Education,EDUCATION,Everyone,2014-09-27,3.6.3,5.0 and up,Paid,2014-09-27,9.0
Little League Rulebook,"5,000+",2.7,22.0,1.99,30M,Sports,SPORTS,Everyone,2019-12-02,1.12.0,5.0 and up,Paid,2019-12-02,12.0
FoxFi Key (supports PdaNet),"1,000,000+",3.6,7290.0,7.99,58k,Communication,COMMUNICATION,Everyone,2012-11-12,1.04,2.2 and up,Paid,2012-11-12,11.0
Toca Life: Pets,"100,000+",4.3,1530.0,3.99,46M,Education,EDUCATION,Everyone,2017-12-06,1.2-play,4.4 and up,Paid,2017-12-06,12.0
Toca Life: Stable,"100,000+",4.5,14589.0,3.99,46M,Education,EDUCATION,Everyone 10+,2016-11-23,1.3-play,4.4 and up,Paid,2016-11-23,11.0
Toca Pet Doctor,"100,000+",3.9,445.0,3.99,30M,Education,EDUCATION,Everyone,2014-04-09,2.0-play,4.4 and up,Paid,2014-04-09,4.0
Threema. Secure and private Messenger,"1,000,000+",4.6,22965.0,2.99,Varies with device,Communication,COMMUNICATION,Everyone,2013-05-27,Varies with device,Varies with device,Paid,2013-05-27,5.0
"My Macros+ | Diet, Calories & Macro Tracker","50,000+",4.4,1512.0,2.99,17M,Health & Fitness,HEALTH_AND_FITNESS,Everyone,2016-10-21,2021.06,5.0 and up,Paid,2016-10-21,10.0
MX Player Pro,"1,000,000+",4.5,48412.0,5.49,Varies with device,Video Players & Editors,VIDEO_PLAYERS,Everyone,2011-08-06,Varies with device,Varies with device,Paid,2011-08-06,8.0
Toca Life: Farm,"100,000+",4.5,9842.0,3.99,46M,Education,EDUCATION,Everyone,2016-10-26,1.2-play,4.4 and up,Paid,2016-10-26,10.0
Toca Life: After School,"50,000+",4.2,1017.0,3.99,46M,Education,EDUCATION,Everyone,2018-03-21,1.2-play,4.4 and up,Paid,2018-03-21,3.0
Catch the Easter Bunny,"1,000+",3.3,12.0,1.99,62M,Entertainment,ENTERTAINMENT,Everyone,2018-03-24,2.0.2,4.3 and up,Paid,2018-03-24,3.0
Toca Life: Town,"100,000+",4.2,4735.0,3.99,46M,Education,EDUCATION,Everyone,2014-07-02,1.6-play,4.4 and up,Paid,2014-07-02,7.0
Toca Hair Salon 3,"100,000+",4.2,3885.0,3.99,31M,Education,EDUCATION,Everyone,2016-12-07,2.0-play,4.4 and up,Paid,2016-12-07,12.0
Panda Gamepad Pro (BETA),"100,000+",2.9,17156.0,3.99,8.2M,Tools,TOOLS,Everyone,2019-02-21,1.4.8,4.4 and up,Paid,2019-02-21,2.0
Forks Plant-Based Recipes,"50,000+",4.1,295.0,4.99,72M,Lifestyle,LIFESTYLE,Everyone,2015-04-21,2.2.0,4.4 and up,Paid,2015-04-21,4.0
Meme Generator PRO,"100,000+",4.8,2917.0,2.99,66M,Entertainment,ENTERTAINMENT,Mature 17+,2013-03-04,4.6025,5.0 and up,Paid,2013-03-04,3.0
PhotoPills,"100,000+",4.8,2581.0,9.99,9.0M,Photography,PHOTOGRAPHY,Everyone,2017-05-26,1.7.2,4.1 and up,Paid,2017-05-26,5.0
FiLMiC Pro: Professional HD Manual Video Camera,"100,000+",3.5,6685.0,14.99,84M,Photography,PHOTOGRAPHY,Everyone,2015-12-23,6.13.6,6.0 and up,Paid,2015-12-23,12.0
NFC Tools - Pro Edition,"100,000+",4.4,1822.0,3.49,6.1M,Tools,TOOLS,Everyone,2014-05-12,8.3,4.0 and up,Paid,2014-05-12,5.0
PeakFinder,"100,000+",4.6,3791.0,4.99,19M,Travel & Local,TRAVEL_AND_LOCAL,Everyone,2011-03-17,4.2.36,5.1 and up,Paid,2011-03-17,3.0
Construction Master Pro,"50,000+",4.8,837.0,29.99,7.0M,Tools,TOOLS,Everyone,2010-12-13,10.6.0,4.4 and up,Paid,2010-12-13,12.0
Video & TV Cast + Fire TV | Web Video Browser,"10,000+",2.4,204.0,4.99,9.4M,Video Players & Editors,VIDEO_PLAYERS,Everyone,2016-11-15,2.23,5.0 and up,Paid,2016-11-15,11.0
Monash University FODMAP diet,"100,000+",3.9,1254.0,9.0,19M,Medical,MEDICAL,Everyone,2013-11-06,3.0.5,5.1 and up,Paid,2013-11-06,11.0
Video Player Phone,"10,000+",3.6,97.0,2.99,2.4M,Tools,TOOLS,Everyone,2020-03-08,4.9.5,5.0 and up,Paid,2020-03-08,3.0
tinyCam PRO - Swiss knife to monitor IP cam,"100,000+",4.5,15984.0,3.99,Varies with device,Video Players & Editors,VIDEO_PLAYERS,Everyone,2010-12-09,Varies with device,Varies with device,Paid,2010-12-09,12.0
Screen Mirroring Pro for Fire TV,"10,000+",2.1,60.0,4.99,6.6M,Tools,TOOLS,Everyone,2020-08-06,1.14,5.0 and up,Paid,2020-08-06,8.0
Network Cell Info - Mobile & WiFi Signal,"100,000+",4.6,3162.0,1.99,4.8M,Tools,TOOLS,Everyone,2015-09-03,5.1.10,5.0 and up,Paid,2015-09-03,9.0
Outline Icons - Icon Pack - SALE!,"10,000+",4.5,441.0,0.99,36M,Personalization,PERSONALIZATION,Everyone,2017-08-10,3.08,4.0.3 and up,Paid,2017-08-10,8.0
WolframAlpha,"1,000,000+",4.6,10483.0,2.99,5.4M,Books & Reference,BOOKS_AND_REFERENCE,Teen,2010-10-05,1.4.17.2021030501,5.0 and up,Paid,2010-10-05,10.0
Easy Voice Recorder Pro,"100,000+",4.7,10746.0,3.99,Varies with device,Productivity,PRODUCTIVITY,Everyone,2012-03-26,Varies with device,Varies with device,Paid,2012-03-26,3.0
Phone Launcher Apps,"10,000+",1.4,130.0,0.99,1.8M,Tools,TOOLS,Everyone,2019-08-06,2.1.0,6.0 and up,Paid,2019-08-06,8.0
Game Booster 4x Faster Pro - GFX Tool & Lag Fix,"500,000+",4.6,26817.0,0.99,3.8M,Tools,TOOLS,Everyone,2019-11-03,1.1.0,4.1 and up,Paid,2019-11-03,11.0
FORScan Lite,"100,000+",3.6,2120.0,5.99,52M,Tools,TOOLS,Everyone,2015-06-24,1.5.10.1,4.0 and up,Paid,2015-06-24,6.0
"1DM+: Browser, Video, Audio, Torrent Downloader","50,000+",4.6,5555.0,1.21,8.9M,Communication,COMMUNICATION,Everyone,2017-03-08,13.0.5,4.0 and up,Paid,2017-03-08,3.0
Simple Calendar Pro - Agenda & Schedule Planner,"100,000+",4.6,3467.0,1.09,7.3M,Productivity,PRODUCTIVITY,Everyone,2018-11-16,6.13.3,5.0 and up,Paid,2018-11-16,11.0
TonalEnergy Tuner and Metronome,"100,000+",4.6,647.0,3.99,Varies with device,Music & Audio,MUSIC_AND_AUDIO,Everyone,2015-05-14,1.5.18,Varies with device,Paid,2015-05-14,5.0
Crayon Icon Pack,"50,000+",4.6,1132.0,0.99,49M,Personalization,PERSONALIZATION,Everyone,2019-08-30,2.5,5.0 and up,Paid,2019-08-30,8.0
GlowLine Icon Pack,"1,000+",4.6,113.0,0.99,37M,Personalization,PERSONALIZATION,Everyone,2020-12-31,1.1,5.0 and up,Paid,2020-12-31,12.0
LiveATC for Android,"100,000+",3.9,1770.0,3.99,7.4M,Travel & Local,TRAVEL_AND_LOCAL,Everyone,2011-05-28,2.4.51,5.0 and up,Paid,2011-05-28,5.0
ibis Paint,"10,000+",4.5,957.0,8.99,21M,Art & Design,ART_AND_DESIGN,Everyone,2019-10-24,8.1.1,4.1 and up,Paid,2019-10-24,10.0
TeamSpeak 3 - Voice Chat Software,"1,000,000+",3.4,17156.0,0.99,Varies with device,Communication,COMMUNICATION,Teen,2013-10-07,Varies with device,Varies with device,Paid,2013-10-07,10.0
Couch to 5K®,"100,000+",4.4,5542.0,2.99,105M,Health & Fitness,HEALTH_AND_FITNESS,Everyone,2012-03-28,4.3.9.105,8.0 and up,Paid,2012-03-28,3.0
Car Launcher Pro,"50,000+",4.4,3055.0,4.49,19M,Auto & Vehicles,AUTO_AND_VEHICLES,Everyone,2015-06-23,3.1.0.10,4.0 and up,Paid,2015-06-23,6.0
Lineon Icon Pack : LineX,"5,000+",4.7,178.0,0.99,87M,Personalization,PERSONALIZATION,Everyone,2020-02-25,2.7,5.0 and up,Paid,2020-02-25,2.0
Toca Life: City,"500,000+",4.4,19555.0,3.99,46M,Education,EDUCATION,Everyone,2015-09-09,1.6-play,4.4 and up,Paid,2015-09-09,9.0
Assistant for Stardew Valley,"10,000+",4.7,1576.0,2.99,11M,Books & Reference,BOOKS_AND_REFERENCE,Everyone,2019-02-09,1.11.1,6.0 and up,Paid,2019-02-09,2.0
PDG PROmote 2019-2021,"10,000+",3.9,249.0,29.99,64M,Education,EDUCATION,Everyone,2012-04-17,7.0.3,7.0 and up,Paid,2012-04-17,4.0
Road to Hana GyPSy Drive Tour,"10,000+",4.8,430.0,6.99,102M,Travel & Local,TRAVEL_AND_LOCAL,Everyone,2013-05-15,2.15,5.1 and up,Paid,2013-05-15,5.0
AlfaOBD,"10,000+",4.4,683.0,49.0,22M,Auto & Vehicles,AUTO_AND_VEHICLES,Everyone,2012-07-04,2.1.9.9,4.0.3 and up,Paid,2012-07-04,7.0
My Movies 3 Pro - Movie & TV Collection Library,"10,000+",4.6,1023.0,4.99,24M,Libraries & Demo,LIBRARIES_AND_DEMO,Teen,2020-05-23,3.02 Build 21,5.0 and up,Paid,2020-05-23,5.0
SMS Backup & Restore Pro,"50,000+",4.4,737.0,4.49,Varies with device,Tools,TOOLS,Everyone,2010-10-28,Varies with device,Varies with device,Paid,2010-10-28,10.0
Camera Pro - Remote Control for Samsung Watch,"10,000+",2.4,223.0,1.99,6.6M,Photography,PHOTOGRAPHY,Everyone,2018-11-27,5.2.3,4.4 and up,Paid,2018-11-27,11.0
Gear Theme Setting Pro,"10,000+",3.0,108.0,0.99,25M,Tools,TOOLS,Everyone,2018-08-12,1.2.1,4.3 and up,Paid,2018-08-12,8.0
Darko - Icon Pack,"10,000+",4.5,150.0,1.49,58M,Personalization,PERSONALIZATION,Everyone,2016-10-20,3.2,5.0 and up,Paid,2016-10-20,10.0
CCW – Concealed Carry 50 State,"100,000+",4.3,1428.0,1.99,Varies with device,Books & Reference,BOOKS_AND_REFERENCE,Everyone,2011-11-01,Varies with device,Varies with device,Paid,2011-11-01,11.0
Duet Display,"50,000+",3.7,822.0,9.99,23M,Productivity,PRODUCTIVITY,Everyone,2019-10-02,0.2.0.6,7.0 and up,Paid,2019-10-02,10.0
Strelok Pro,"50,000+",4.8,2573.0,11.99,8.4M,Sports,SPORTS,Everyone,2012-06-12,5.9.2,5.0 and up,Paid,2012-06-12,6.0
µTorrent® Pro - Torrent App,"100,000+",4.4,13810.0,2.99,12M,Video Players & Editors,VIDEO_PLAYERS,Everyone,2013-09-11,6.6.0,5.0 and up,Paid,2013-09-11,9.0
"ArtRage: Draw, Paint, Create","50,000+",4.1,1207.0,2.99,20M,Art & Design,ART_AND_DESIGN,Everyone,2015-02-01,1.3.21,4.1 and up,Paid,2015-02-01,2.0
Stick Nodes Pro - Stickfigure Animator,"10,000+",4.7,1289.0,2.99,82M,Entertainment,ENTERTAINMENT,Everyone,2014-08-19,3.1.14,4.1 and up,Paid,2014-08-19,8.0
Moon+ Reader Pro,"500,000+",4.5,44452.0,6.99,Varies with device,Books & Reference,BOOKS_AND_REFERENCE,Everyone,2010-12-31,Varies with device,Varies with device,Paid,2010-12-31,12.0
RadarScope,"100,000+",4.3,2148.0,9.99,Varies with device,Weather,WEATHER,Everyone,2011-08-24,4.2.2,Varies with device,Paid,2011-08-24,8.0
Remote For Roku : PREMIUM (No Ads),"1,000+",4.4,67.0,2.99,14M,Tools,TOOLS,Everyone,2020-07-12,1.5,5.0 and up,Paid,2020-07-12,7.0
BlackPlayer EX Music Player,"100,000+",4.3,13417.0,3.49,Varies with device,Music & Audio,MUSIC_AND_AUDIO,Everyone,2014-01-20,Varies with device,Varies with device,Paid,2014-01-20,1.0
Litchi for DJI Mavic / Phantom / Inspire / Spark,"100,000+",3.3,4606.0,24.99,Varies with device,Photography,PHOTOGRAPHY,Everyone,2015-03-28,4.18.0-g,5.0 and up,Paid,2015-03-28,3.0
Black Pie - Icon Pack,100+,4.9,29.0,1.99,21M,Personalization,PERSONALIZATION,Everyone,2021-02-03,1.4,4.0.3 and up,Paid,2021-02-03,2.0
Universe in a Nutshell,"50,000+",4.9,2016.0,2.99,159M,Education,EDUCATION,Everyone,2020-09-20,1.1.0,7.0 and up,Paid,2020-09-20,9.0
Spirit Talker,"1,000+",3.8,78.0,3.99,13M,Lifestyle,LIFESTYLE,Everyone,2020-10-29,3.0.2,6.0 and up,Paid,2020-10-29,10.0
Toca Mini,"100,000+",4.1,903.0,3.99,62M,Education,EDUCATION,Everyone,2013-12-19,2.0-play,4.4 and up,Paid,2013-12-19,12.0
Noteshelf: Take Notes | Handwriting | Annotate PDF,"100,000+",3.9,5572.0,4.99,186M,Productivity,PRODUCTIVITY,Everyone,2018-12-18,4.11.1,7.0 and up,Paid,2018-12-18,12.0
JB4 Mobile,"10,000+",4.1,314.0,27.99,7.0M,Tools,TOOLS,Everyone,2014-04-16,A330,4.3 and up,Paid,2014-04-16,4.0
The Blood Type Diet®,"50,000+",4.3,226.0,3.99,5.8M,Health & Fitness,HEALTH_AND_FITNESS,Everyone,2011-08-22,1.6.6,2.2 and up,Paid,2011-08-22,8.0
USB Audio Player PRO,"100,000+",4.1,5609.0,7.99,Varies with device,Music & Audio,MUSIC_AND_AUDIO,Everyone,2013-12-24,Varies with device,Varies with device,Paid,2013-12-24,12.0
MediaMonkey Pro,"50,000+",4.5,1288.0,4.99,Varies with device,Music & Audio,MUSIC_AND_AUDIO,Everyone,2014-01-06,Varies with device,Varies with device,Paid,2014-01-06,1.0
LineX Icon Pack,"100,000+",4.6,2139.0,0.99,71M,Personalization,PERSONALIZATION,Everyone,2018-12-16,3.6,5.0 and up,Paid,2018-12-16,12.0
US Debt Clock .org,"5,000+",4.7,136.0,1.99,2.7M,Finance,FINANCE,Everyone,2020-02-22,1.2,4.4 and up,Paid,2020-02-22,2.0
Flat Circle - Icon Pack,"10,000+",4.8,129.0,1.99,28M,Personalization,PERSONALIZATION,Everyone,2018-07-20,6.3,4.0.3 and up,Paid,2018-07-20,7.0
Koala Sampler,"10,000+",4.4,346.0,4.99,9.8M,Music & Audio,MUSIC_AND_AUDIO,Everyone,2020-03-26,1.4030,6.0 and up,Paid,2020-03-26,3.0
Simple Scan Pro - PDF scanner,"50,000+",4.6,1320.0,4.99,31M,Business,BUSINESS,Everyone,2017-01-07,4.5.6,4.4 and up,Paid,2017-01-07,1.0
KLWP Live Wallpaper Pro Key,"100,000+",4.3,822.0,5.99,1.8M,Tools,TOOLS,Everyone,2015-03-17,E,4.4 and up,Paid,2015-03-17,3.0
SD Maid Pro - Unlocker,"500,000+",4.5,8413.0,3.85,Varies with device,Tools,TOOLS,Everyone,2011-04-28,Varies with device,Varies with device,Paid,2011-04-28,4.0
Stop Motion Studio Pro,"100,000+",4.2,2222.0,4.99,93M,Photography,PHOTOGRAPHY,Everyone,2015-05-18,6.1.0.8500,5.0 and up,Paid,2015-05-18,5.0
Toca Kitchen Sushi Restaurant,"50,000+",4.2,336.0,3.99,82M,Education,EDUCATION,Everyone,2018-12-05,2.0,4.4 and up,Paid,2018-12-05,12.0
Word Swag - Premium Version,"1,000+",3.9,128.0,4.99,42M,Art & Design,ART_AND_DESIGN,Everyone,2020-05-14,1.3.2,5.0 and up,Paid,2020-05-14,5.0
Nova Dark Icon Pack - Rounded Square Shaped Icons,"5,000+",4.5,130.0,2.49,29M,Personalization,PERSONALIZATION,Everyone,2019-11-19,4.7,5.0 and up,Paid,2019-11-19,11.0
"Flat Earth Sun, Moon & Zodiac Clock","10,000+",4.8,1352.0,2.99,78M,Education,EDUCATION,Everyone,2018-12-27,5.2,8.0 and up,Paid,2018-12-27,12.0
DiskDigger Pro file recovery,"100,000+",2.9,2104.0,2.99,2.4M,Tools,TOOLS,Everyone,2013-11-03,1.0-pro-2020-10-31,4.0 and up,Paid,2013-11-03,11.0
NetX Network Tools PRO,"100,000+",4.6,1621.0,0.99,11M,Tools,TOOLS,Everyone,2016-07-06,8.4.0.0,4.1 and up,Paid,2016-07-06,7.0
Plague Inc: Scenario Creator,"100,000+",4.2,1180.0,3.99,56M,Productivity,PRODUCTIVITY,Everyone,2017-04-25,1.2.1,4.1 and up,Paid,2017-04-25,4.0
Unified Remote Full,"500,000+",4.6,17898.0,4.99,Varies with device,Tools,TOOLS,Everyone,2011-04-12,3.18.1,Varies with device,Paid,2011-04-12,4.0
OBD Fusion (Car Diagnostics),"50,000+",3.7,765.0,4.99,Varies with device,Communication,COMMUNICATION,Everyone,2012-06-07,Varies with device,Varies with device,Paid,2012-06-07,6.0
Flud (Ad free),"50,000+",4.7,3442.0,1.49,Varies with device,Video Players & Editors,VIDEO_PLAYERS,Everyone,2014-05-10,Varies with device,Varies with device,Paid,2014-05-10,5.0
QuickBend: Conduit Bending,"10,000+",4.4,102.0,3.99,34M,Productivity,PRODUCTIVITY,Everyone,2016-11-26,3.4.1,6.0 and up,Paid,2016-11-26,11.0
Land Nav Assistant,"10,000+",4.2,102.0,1.99,Varies with device,Maps & Navigation,MAPS_AND_NAVIGATION,Everyone,2012-01-23,Varies with device,Varies with device,Paid,2012-01-23,1.0
"ReadEra Premium - book reader pdf, epub, word","10,000+",4.8,3517.0,10.99,Varies with device,Books & Reference,BOOKS_AND_REFERENCE,Everyone,2019-12-21,21.04.01+1460,4.1 and up,Paid,2019-12-21,12.0
Headunit Reloaded Emulator for Android Auto,"10,000+",4.0,651.0,4.99,8.2M,Maps & Navigation,MAPS_AND_NAVIGATION,Everyone,2016-08-19,Headunit Reloaded V5.2,4.1 and up,Paid,2016-08-19,8.0
MyRadar Weather Radar Ad Free,"50,000+",4.6,2782.0,3.99,Varies with device,Weather,WEATHER,Everyone,2013-09-17,Varies with device,Varies with device,Paid,2013-09-17,9.0
Nano Teleprompter,"10,000+",4.7,938.0,3.99,3.9M,Productivity,PRODUCTIVITY,Everyone,2018-07-29,6.1.0,4.4 and up,Paid,2018-07-29,7.0
"GIF Maker, GIF Editor, Video to GIF Pro","10,000+",4.4,629.0,2.99,18M,Photography,PHOTOGRAPHY,Everyone,2018-03-10,1.7.66,4.1 and up,Paid,2018-03-10,3.0
inCarDoc Pro | ELM327 OBD2 Scanner Bluetooth/WiFi,"100,000+",4.4,3332.0,2.99,14M,Auto & Vehicles,AUTO_AND_VEHICLES,Everyone,2013-03-05,7.6.4,4.0.3 and up,Paid,2013-03-05,3.0
Sleep as Android Unlock 💤 Sleep cycle smart alarm,"1,000,000+",4.7,6289.0,9.99,420k,Lifestyle,LIFESTYLE,Everyone,2010-10-28,20190807,4.0 and up,Paid,2010-10-28,10.0
Simple Thank You - Thanks for supporting us :),"10,000+",4.7,1220.0,1.09,5.6M,Tools,TOOLS,Everyone,2016-12-10,5.3.1,5.0 and up,Paid,2016-12-10,12.0
ASCCP Management Guidelines,"5,000+",2.8,6.0,9.99,28M,Medical,MEDICAL,Everyone,2020-06-20,1.3,4.1 and up,Paid,2020-06-20,6.0
Sheer  KWGT,"1,000+",4.9,41.0,1.89,92M,Personalization,PERSONALIZATION,Everyone,2020-11-29,v10.5,5.0 and up,Paid,2020-11-29,11.0
